"name","Rank","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","appid","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","Total_ratings","Proportion_ratings_pos","Proportion_ratings_neg"
"broken sword 5 the serpents curse",12282,"PS4","2015","Adventure","Revolution Software",0,0.06,0,0.01,0.06,262940,"2013-12-04",1,"Revolution Software Ltd","Revolution Software Ltd","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Adventure","Adventure;Point & Click;Singleplayer",35,1465,206,184,208,"200000-500000","18.99",1671,0.87672052663076,0.12327947336924
"brothers a tale of two sons",13860,"XOne","2015","Adventure","505 Games",0.03,0.01,0,0,0.04,225080,"2013-09-03",1,"Starbreeze Studios AB","505 Games","windows",0,"Single-player;Full controller support","Action;Adventure;Indie","Adventure;Atmospheric;Story Rich",12,31689,1708,128,155,"1000000-2000000","10.99",33397,0.948857681827709,0.0511423181722909
"brothers in arms earned in blood",4254,"PS2","2005","Shooter","Ubisoft",0.38,0.01,0,0.06,0.46,19800,"2008-10-10",1,"Gearbox Software","Ubisoft","windows",0,"Single-player","Action","Action;FPS;World War II",0,303,53,164,164,"100000-200000","4.29",356,0.851123595505618,0.148876404494382
"brothers in arms hells highway",2242,"PS3","2008","Shooter","Ubisoft",0.44,0.34,0,0.15,0.93,15390,"2008-10-08",1,"Gearbox Software","Ubisoft","windows",0,"Single-player","Action","Action;World War II;FPS",0,823,98,346,346,"100000-200000","8.59",921,0.893593919652552,0.106406080347448
"brothers in arms road to hill 30",4266,"PS2","2005","Shooter","Ubisoft",0.38,0.01,0,0.06,0.46,15190,"2008-05-13",1,"Gearbox Software","Ubisoft","windows",0,"Single-player","Action","Action;FPS;World War II",0,624,100,69,69,"100000-200000","4.29",724,0.861878453038674,0.138121546961326
"brutal legend",2187,"PS3","2009","Action","Electronic Arts",0.54,0.28,0,0.13,0.95,225260,"2013-02-26",1,"Double Fine Productions","Double Fine Productions","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Strategy","Action;Comedy;Adventure",59,12816,905,461,308,"2000000-5000000","10.99",13721,0.934042708257416,0.0659572917425844
"bullet witch",10614,"X360","2006","Shooter","Atari",0.07,0.01,0.02,0.01,0.1,696180,"2018-04-25",1,"Marvelous, Inc.","XSEED Games;Marvelous USA, Inc.;Marvelous","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Violent;Gore;Action","Action;Gore;Violent",14,134,69,0,0,"0-20000","12.99",203,0.660098522167488,0.339901477832512
"bully scholarship edition",14797,"PC","2008","Action","Take-Two Interactive",0,0.02,0,0,0.03,12200,"2008-10-21",1,"Rockstar New England","Rockstar Games","windows",0,"Single-player;Partial Controller Support","Action;Adventure","Open World;Action;Adventure",0,8504,1764,319,225,"1000000-2000000","9.99",10268,0.828204129333853,0.171795870666147
"burnout paradise the ultimate box",13823,"X360","2009","Racing","Electronic Arts",0,0.03,0,0,0.04,24740,"2009-03-12",1,"Criterion Games","Electronic Arts","windows",0,"Single-player;Multi-player","Racing","Racing;Open World;Multiplayer",0,9739,1487,431,576,"1000000-2000000","9.99",11226,0.867539640121147,0.132460359878853
"bus simulator 16",14969,"PC","2016","Simulation","Astragon",0,0.02,0,0,0.02,324310,"2016-03-02",1,"stillalive studios","astragon Entertainment","windows;mac",0,"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Leaderboards","Simulation","Simulation;Driving;Open World",30,1415,889,273,491,"100000-200000","13.49",2304,0.614149305555556,0.385850694444444
"caesar iv",13871,"PC","2006","Strategy","Vivendi Games",0,0.03,0,0.01,0.04,517810,"2016-08-29",1,"Tilted Mill Entertainment, Inc.","Activision","windows",0,"Single-player","Simulation;Strategy","Strategy;Simulation;City Builder",0,115,96,0,0,"100000-200000","7.99",211,0.545023696682464,0.454976303317536
"cake mania main street",11001,"DS","2011","Simulation","Majesco Entertainment",0.09,0,0,0.01,0.09,36300,"2010-02-16",1,"Sandlot Games","Sandlot Games","windows",0,"Single-player","Casual","Casual;Time Management",0,13,5,0,0,"0-20000","4.99",18,0.722222222222222,0.277777777777778
"call of duty 2",12410,"PC","2005","Shooter","Activision",0,0.05,0,0.01,0.06,2630,"2006-10-13",1,"Infinity Ward;Aspyr (Mac)","Activision;Aspyr (Mac)","windows;mac",0,"Single-player;Multi-player","Action","Action;World War II;FPS",0,2434,236,750,1041,"200000-500000","14.99",2670,0.911610486891386,0.0883895131086142
"call of duty 4 modern warfare",1771,"PC","2007","Shooter","Activision",0,1.12,0,0.03,1.15,7940,"2007-11-12",1,"Infinity Ward;Aspyr (Mac)","Activision;Aspyr (Mac)","windows;mac",0,"Single-player;Multi-player","Action","FPS;Action;Multiplayer",0,8725,821,1417,1503,"1000000-2000000","19.99",9546,0.913995390739577,0.0860046092604232
"call of duty black ops",1381,"Wii","2010","Shooter","Activision",0.82,0.47,0,0.12,1.4,42700,"2010-11-08",1,"Treyarch","Activision","windows",18,"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled","Action","Action;FPS;Zombies",68,14201,1839,2672,517,"2000000-5000000","29.99",16040,0.885349127182045,0.114650872817955
"call of duty black ops ii",36,"X360","2012","Shooter","Activision",8.25,4.3,0.07,1.12,13.73,202970,"2012-11-12",1,"Treyarch","Activision","windows",18,"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards","Action","Action;Multiplayer;FPS",35,25827,4658,524,400,"2000000-5000000","39.99",30485,0.847203542725931,0.152796457274069
"call of duty ghosts",506,"XOne","2013","Shooter","Activision",1.87,0.77,0,0.22,2.86,209160,"2014-03-25",1,"Infinity Ward","Activision","windows",16,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards","Action","Dog;FPS;Action",40,14892,10757,266,307,"1000000-2000000","39.99",25649,0.580607431088931,0.419392568911069
"call of duty modern warfare 2",2349,"PC","2009","Shooter","Activision",0.01,0.79,0,0.09,0.89,10180,"2009-11-11",1,"Infinity Ward;Aspyr (Mac)","Activision;Aspyr (Mac)","windows;mac",0,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled","Action","Action;FPS;Multiplayer",50,30006,2826,999,580,"5000000-10000000","19.99",32832,0.913925438596491,0.0860745614035088
"call of duty world at war",7951,"PC","2008","Shooter","Activision",0.02,0.13,0,0.03,0.19,10090,"2008-11-18",1,"Treyarch","Activision","windows",16,"Single-player;Multi-player;Co-op","Action","Zombies;World War II;FPS",0,19595,1483,2331,1108,"1000000-2000000","19.99",21078,0.929642281051333,0.0703577189486669
"call of juarez",7988,"X360","2007","Shooter","Ubisoft",0.14,0.02,0,0.01,0.19,3020,"2007-11-08",1,"Techland","Techland Publishing","windows",0,"Single-player;Multi-player;Steam Trading Cards","Action","Western;Action;FPS",0,793,198,46,60,"100000-200000","8.59",991,0.800201816347124,0.199798183652876
"call of juarez bound in blood",14222,"PC","2009","Shooter","Ubisoft",0,0.03,0,0.01,0.03,21980,"2009-07-02",1,"Techland","Ubisoft","windows",0,"Single-player","Action","Western;Action;FPS",0,1121,232,13,13,"200000-500000","8.59",1353,0.828529194382853,0.171470805617147
"captain morgane and the golden turtle",14312,"DS","2012","Adventure","Reef Entertainment",0,0.03,0,0,0.03,264320,"2014-01-03",1,"WizarBox","Reef Entertainment","windows",0,"Single-player","Adventure;Casual","Adventure;Casual;Point & Click",0,83,53,0,0,"20000-50000","3.99",136,0.610294117647059,0.389705882352941
"carmageddon max damage",16225,"XOne","2016","Action","Stainless Games",0.01,0.01,0,0,0.01,505170,"2016-10-27",1,"Stainless Games Ltd","THQ Nordic","windows",18,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action","Action;Gore;Racing",30,1297,406,1360,1360,"200000-500000","12.99",1703,0.76159718144451,0.23840281855549
"castlevania lords of shadow 2",7204,"PS3","2014","Action","Konami Digital Entertainment",0.03,0.13,0.02,0.04,0.22,239250,"2014-02-25",1,"MercurySteam","Konami Digital Entertainment","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure","Action;Adventure;Vampire",56,2390,479,732,732,"200000-500000","24.99",2869,0.833042872080864,0.166957127919136
"ceville",15049,"PC","2009","Action","Kalypso Media",0,0.02,0,0,0.02,23460,"2009-02-27",1,"Realmforge Studios","Assemble Entertainment","windows",0,"Single-player","Action;Adventure;Strategy","Adventure;Point & Click;Strategy",0,83,19,0,0,"20000-50000","4.79",102,0.813725490196078,0.186274509803922
"chaos;child",16419,"PS3","2015","Adventure","5pb",0,0,0.01,0,0.01,970570,"2019-01-22",1,"MAGES. Inc.","Spike Chunsoft Co., Ltd.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Adventure","Visual Novel;Violent;Adventure",34,232,5,0,0,"0-20000","27.79",237,0.978902953586498,0.0210970464135021
"chess",10862,"PS","2001","Strategy","Success",0.05,0.04,0,0.01,0.09,707140,"2017-09-19",1,"baKno Games","baKno Games","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer","Casual;Indie;Simulation;Sports;Strategy","Strategy;Indie;Casual",0,1,14,0,0,"0-20000","3.99",15,0.0666666666666667,0.933333333333333
"child of light",13072,"PS4","2014","Role-Playing","Ubisoft",0,0.01,0.04,0,0.05,256290,"2014-04-29",1,"Ubisoft Montréal","Ubisoft","windows",0,"Single-player;Shared/Split Screen;Partial Controller Support","RPG","RPG;Fantasy;Great Soundtrack",0,9980,747,605,818,"500000-1000000","12.49",10727,0.930362636338212,0.069637363661788
"chrono trigger",1294,"DS","2008","Role-Playing","Square Enix",0.69,0.2,0.49,0.09,1.47,613830,"2018-02-27",1,"Square Enix","Square Enix","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","RPG","RPG;JRPG;Classic",13,1121,376,0,0,"100000-200000","11.99",1497,0.748830995323981,0.251169004676019
"circuit breakers",12035,"PS","1998","Racing","Mindscape",0.04,0.03,0,0,0.07,390870,"2015-11-17",1,"Triverske","Triverske;Excalibur Games","windows;mac;linux",0,"Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards","Action","Local Co-Op;Arcade;Shoot 'Em Up",19,48,30,0,0,"20000-50000","4.99",78,0.615384615384615,0.384615384615385
"cities in motion",12964,"PC","2011","Simulation","Paradox Interactive",0,0.04,0,0.01,0.05,73010,"2011-02-22",1,"Colossal Order Ltd.","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Achievements","Simulation","Simulation;Management;Strategy",47,605,179,1,1,"200000-500000","14.99",784,0.771683673469388,0.228316326530612
"cities skylines",9232,"PC","2015","Simulation","Paradox Interactive",0,0.13,0,0.01,0.14,255710,"2015-03-10",1,"Colossal Order Ltd.","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor","Simulation;Strategy","City Builder;Simulation;Building",97,67553,6005,3225,444,"5000000-10000000","22.99",73558,0.918363740177819,0.0816362598221811
"city builder",13739,"Wii","2010","Misc","Virtual Play Games",0.04,0,0,0,0.04,764550,"2017-12-19",1,"BoomBox","BoomBox","windows",0,"Single-player","Casual;Strategy","Casual;Strategy;City Builder",0,1,1,0,0,"0-20000","7.19",2,0.5,0.5
"clannad",14244,"PS3","2011","Adventure","Prototype",0,0,0.03,0,0.03,324160,"2015-11-23",1,"VisualArts/Key","Sekai Project","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Casual","Visual Novel;Anime;Story Rich",22,1900,40,188,188,"50000-100000","29.99",1940,0.979381443298969,0.0206185567010309
"clockwork empires",14058,"PC","N/A","Strategy","Unknown",0,0.03,0,0,0.04,224740,"2016-10-26",1,"Gaslamp Games, Inc.","Gaslamp Games, Inc.","windows;mac",0,"Single-player;Steam Achievements","Indie;Simulation;Strategy","Strategy;Simulation;Lovecraftian",46,348,426,470,470,"20000-50000","22.99",774,0.449612403100775,0.550387596899225
"code of princess",7631,"3DS","2012","Action","Agatsuma Entertainment",0.16,0,0.03,0.01,0.2,408640,"2016-04-14",1,"Studio Saizensen","Degica","windows",0,"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure;RPG","Action;RPG;Adventure",14,125,90,0,0,"0-20000","10.99",215,0.581395348837209,0.418604651162791
"codename panzers cold war",14424,"PC","2009","Strategy","Atari",0,0.02,0,0.01,0.03,9850,"2009-05-06",1,"InnoGlow;Stormregion;THQ Nordic","THQ Nordic","windows",0,"Single-player;Multi-player;Co-op","Simulation;Strategy","Strategy;Simulation;RTS",0,82,56,0,0,"20000-50000","13.99",138,0.594202898550725,0.405797101449275
"codename panzers phase two",16016,"PC","2005","Strategy","CDV Software Entertainment",0,0.01,0,0,0.01,411320,"2016-02-18",1,"Stormregion;THQ Nordic","THQ Nordic","windows",0,"Single-player;Multi-player;Co-op;Includes level editor","Simulation;Strategy","Strategy;Simulation;War",0,65,7,0,0,"0-20000","13.99",72,0.902777777777778,0.0972222222222222
"cold fear",10099,"PS2","2005","Action","Ubisoft",0.06,0.04,0,0.01,0.11,15270,"2008-05-13",1,"Darkworks","Ubisoft","windows",0,"Single-player","Action","Horror;Action;Survival Horror",0,272,40,0,0,"20000-50000","4.29",312,0.871794871794872,0.128205128205128
"cold war",14956,"XB","2005","Shooter","DreamCatcher Interactive",0.02,0.01,0,0,0.02,260650,"2014-01-08",1,"Mindware Studios","THQ Nordic","windows",0,"Single-player","Action","Action;Stealth;Cold War",0,117,68,0,0,"20000-50000","4.49",185,0.632432432432432,0.367567567567568
"command & conquer 3 kanes wrath",6792,"X360","2008","Strategy","Electronic Arts",0.16,0.06,0,0.02,0.24,24810,"2009-11-13",1,"EA Los Angeles","Electronic Arts","windows",0,"Single-player;Multi-player","Strategy","Strategy;RTS;Base-Building",0,1070,76,0,0,"200000-500000","9.99",1146,0.933682373472949,0.0663176265270506
"command & conquer 3 tiberium wars",4532,"X360","2007","Strategy","Electronic Arts",0.35,0.05,0,0.03,0.43,24790,"2009-11-13",1,"EA Los Angeles","Electronic Arts","windows",0,"Single-player","Strategy","Strategy;RTS;Base-Building",0,2292,295,646,693,"500000-1000000","9.99",2587,0.88596830305373,0.11403169694627
"command & conquer 4 tiberian twilight",15821,"PC","2010","Strategy","Electronic Arts",0,0.01,0,0,0.02,47700,"2010-03-18",1,"EA Los Angeles","Electronic Arts","windows",0,"Single-player;Multi-player","Strategy","Strategy;RTS;Multiplayer",0,378,1712,160,267,"200000-500000","9.99",2090,0.180861244019139,0.819138755980861
"command & conquer red alert 3",4283,"X360","2008","Strategy","Electronic Arts",0.18,0.23,0,0.05,0.46,17480,"2009-01-08",1,"EA Los Angeles","Electronic Arts","windows",0,"Single-player","Strategy","Strategy;RTS;Base-Building",0,4390,855,575,395,"500000-1000000","9.99",5245,0.836987607244995,0.163012392755005
"commander conquest of the americas",14543,"PC","2010","Strategy","Paradox Interactive",0,0.02,0,0.01,0.03,49300,"2010-07-30",1,"Nitro Games","Nitro Games","windows",0,"Single-player;Steam Achievements","Strategy","Strategy;Naval;Pirates",51,60,74,0,0,"50000-100000","7.99",134,0.447761194029851,0.552238805970149
"commandos 2 men of courage",8139,"PS2","2002","Strategy","Eidos Interactive",0.09,0.07,0,0.02,0.18,6830,"2007-03-15",1,"Pyro Studios","Kalypso Media Digital","windows",0,"Single-player;Multi-player;Co-op","Action","Strategy;Tactical;Stealth",0,1333,238,201,302,"500000-1000000","3.99",1571,0.848504137492043,0.151495862507957
"commandos 3 destination berlin",15495,"PC","2003","Strategy","Eidos Interactive",0,0.02,0,0,0.02,6840,"2007-03-15",1,"Pyro Studios","Kalypso Media Digital","windows",0,"Single-player;Multi-player;Co-op","Action","Strategy;Action;Tactical",0,421,265,14,20,"500000-1000000","3.99",686,0.613702623906705,0.386297376093294
"company of heroes",13303,"PC","2006","Strategy","THQ",0,0.04,0,0.01,0.05,228200,"2006-09-11",1,"Relic Entertainment","SEGA","windows",0,"Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud","Violent;Action;Strategy","Strategy;World War II;RTS",0,2526,287,1475,465,"500000-1000000","0.0",2813,0.897973693565588,0.102026306434412
"company of heroes 2",5244,"PC","2013","Strategy","THQ",0.06,0.25,0,0.05,0.36,231430,"2013-06-25",1,"Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux",18,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats","Strategy","Strategy;World War II;RTS",452,32548,12038,1846,277,"2000000-5000000","14.99",44586,0.730004934284304,0.269995065715696
"company of heroes opposing fronts",13705,"PC","2007","Strategy","THQ",0.01,0.03,0,0.01,0.04,9340,"2007-09-24",1,"Relic Entertainment","SEGA","windows",0,"Single-player;Multi-player;Steam Cloud","Action;Strategy","Strategy;RTS;Action",0,579,52,79,106,"2000000-5000000","9.99",631,0.917591125198098,0.0824088748019017
"company of heroes tales of valor",13635,"PC","2009","Strategy","THQ",0,0.03,0,0.01,0.04,20540,"2009-04-08",1,"Relic Entertainment","SEGA","windows",0,"Single-player;Multi-player;Steam Cloud","Strategy","Strategy;RTS;World War II",0,1337,101,226,133,"2000000-5000000","9.99",1438,0.929763560500695,0.0702364394993046
"conception ii children of the seven stars",7798,"PSV","2013","Role-Playing","Screenlife",0.13,0,0.04,0.02,0.19,458730,"2016-08-15",1,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","RPG","RPG;Anime;JRPG",51,389,67,137,137,"20000-50000","14.99",456,0.853070175438597,0.146929824561404
